name,state,lat,lon
FT DODGE (AWOS),IA,42.55,-94.18
FORT MADISON,IA,40.67,-91.33
HARLAN,IA,41.59,-95.34
CLARINDA,IA,40.72,-95.03
INDEPENDENCE MUNI AP,IA,42.45,-91.95
ANKENY,IA,41.69,-93.57
IOWA CITY ASOS,IA,41.63,-91.55
LE MARS,IA,42.78,-96.20
LAMONI,IA,40.62,-93.93
MASON CITY,IA,43.15,-93.33
MARSHALLTOWN ARPT,IA,42.11,-92.92
MOUNT PLEASANT MUNI,IA,40.95,-91.51
MUSCATINE,IA,41.37,-91.15
MONTICELLO MUNI,IA,42.23,-91.17
OELWEN,IA,42.68,-91.97
ORANGE CITY,IA,42.98,-96.07
OTTUMWA,IA,41.10,-92.44
KNOXVILLE,IA,41.30,-93.12
PELLA MUNI AP,IA,41.40,-92.95
RED OAK,IA,41.02,-95.27
SHENANDOAH MUNI,IA,40.75,-95.42
SHELDON,IA,43.22,-95.83
STORM LAKE,IA,42.60,-95.23
SPENCER,IA,43.17,-95.15
SIOUX CITY ASOS,IA,42.40,-96.38
NEWTON MUNI,IA,41.68,-93.02
VINTON VETERANS MEM,IA,42.22,-92.03
PERRY-FOLEY AIRPORT,FL,30.07,-83.57
APALACHICOLA,FL,29.73,-85.02
NAPLES,FL,26.15,-81.77
BOCA RATON AP,FL,26.38,-80.11
BROOKESVILLE ASOS,FL,28.47,-82.45
CRESTVIEW,FL,30.78,-86.52
PATRICK AFB,FL,28.23,-80.60
CRAIG MUNI ARPT,FL,30.33,-81.52
CROSS CITY (AMOS),FL,29.62,-83.10
DAYTONA BEACH AO2,FL,29.18,-81.05
DESTIN (ASOS),FL,30.40,-86.47
KEY WEST ASOS,FL,24.55,-81.75
FORT LAUDERDALE,FL,26.07,-80.15
FORT MYERS,FL,26.58,-81.86
FORT PIERCE,FL,27.50,-80.37
FORT LAUDERDALE,FL,26.20,-80.18
WINTER HAVEN ASOS,FL,28.07,-81.75
GAINESVILLE,FL,29.68,-82.27
HURLBURT FLD,FL,30.42,-86.68
HOMESTEAD AFB,FL,25.48,-80.38
NORTH PERRY ARPT ASO,FL,26.00,-80.24
KISSIMMEE,FL,28.29,-81.44
JACKSONVILLE,FL,30.50,-81.70
LAKELAND APT,FL,28.00,-82.05
LEESBURG MUNICIPAL A,FL,28.82,-81.81
MARIANNA,FL,30.84,-85.18
MAC DILL AFB,FL,27.85,-82.50
ORLANDO INTL,FL,28.43,-81.32
MIAMI,FL,25.82,-80.28
MELBOURNE,FL,28.10,-80.64
MARATHON KEY ARPT,FL,24.72,-81.08
JACKSONVILLE NAS,FL,30.24,-81.68
PENSACOLA NAS,FL,30.35,-87.32
MAYPORT NAS,FL,30.39,-81.42
MILTON NAS,FL,30.72,-87.02
OCALA MUNI (AWOS),FL,29.17,-82.22
OPA LOCKA ARPT,FL,25.90,-80.28
ORLANDO,FL,28.55,-81.34
TYNDALL AFB,FL,30.07,-85.58
W PALM BEACH ASOS,FL,26.68,-80.12
PANAMA CITY,FL,30.20,-85.68
PUNTA GORDA,FL,26.92,-82.00
ST PETERSBURG,FL,27.92,-82.68
POMPANO BEACH,FL,26.25,-80.11
PENSACOLA,FL,30.47,-87.20
FT MYERS SW APT,FL,26.53,-81.75
SANFORD,FL,28.78,-81.25
ST AUGUSTINE,FL,29.97,-81.33
SAINT PETERSBURG,FL,27.77,-82.63
SARASOTA-BRADENTO,FL,27.40,-82.55
STUART/WITHAM FIELD,FL,27.18,-80.22
TALLAHASSEE,FL,30.38,-84.37
TAMIAMI ARPT,FL,25.64,-80.43
TAMPA,FL,27.97,-82.53
NASA SHTTLE FCLTY,FL,28.62,-80.70
TAMPA/VANDENBURG APT,FL,28.01,-82.35
EGLIN AFB,FL,30.48,-86.52
CECIL FIELD MUNIC,FL,30.22,-81.88
VERO BEACH,FL,27.66,-80.41
THE VILLAGES,FL,28.96,-81.97
GREENSBORO/GREENE CO,GA,33.60,-83.14
CHEROKEE CNTY ARPT,GA,34.31,-84.42
ALBANY,GA,31.54,-84.19
AUGUSTA ASOS,GA,33.37,-81.97
ATHENS ASOS,GA,33.95,-83.32
ALMA,GA,31.54,-82.51
ATLANTA ASOS,GA,33.65,-84.43
WAYCROSS,GA,31.25,-82.40
BAINBRIDGE/DECATUR,GA,30.97,-84.64
BLAKELY/EARLY CO,GA,31.40,-84.89
BRUNSWICK JETPORT,GA,31.25,-81.47
NEWNAN COWETA ARPT,GA,33.31,-84.77
COLUMBUS ASOS,GA,32.52,-84.93
DUBLIN/BUD BARRON AP,GA,32.56,-82.99
AUGUSTA,GA,33.47,-82.03
DALTON MUNI AIRPORT,GA,34.72,-84.87
DOUGLAS MUNI ARPT,GA,31.48,-82.86
PEACHTREE ASOS,GA,33.35,-84.57
FULTON CO.APRT,GA,33.78,-84.52
GAINESVILLE ASOS,GA,34.27,-83.83
THOMSON/MCDUFFIE CO,GA,33.53,-82.52
SYLVANIA/PLANTATION,GA,32.65,-81.60
LA GRANGE,GA,33.02,-85.07
FORT STEWART,GA,31.88,-81.57
LAWSON AFB,GA,32.33,-85.00
LAWRENCEVILLE/GWINNE,GA,33.98,-83.96
MACON ASOS,GA,32.70,-83.65
DOBBINS AFB,GA,33.92,-84.52
MOULTRIE,GA,31.08,-83.80
THOMASTON,GA,32.95,-84.27
DEKALB-PCHTREE AP,GA,33.88,-84.30
ROME (RAMOS),GA,34.35,-85.17
MARIETTA/COBB CO,GA,34.01,-84.60
SAVANNAH,GA,32.13,-81.20
BRUNSWICK,GA,31.15,-81.39
HUNTER AFB,GA,32.02,-81.13
STATESBORO,GA,32.48,-81.74
MOODY AFB,GA,30.97,-83.20
VIDALIA MUNI APRT,GA,32.19,-82.37
VALDOSTA,GA,30.78,-83.28
CARTERSVILLE,GA,34.13,-84.85
WINDER,GA,33.98,-83.67
ROBINS AFB,GA,32.63,-83.60
MACON CNTY ARPT,NC,35.22,-83.42
GASTONIA (ASOS),NC,35.20,-81.15
AHOSKIE TRI COU,NC,36.30,-77.17
ASHEVILLE ASOS,NC,35.43,-82.55
BURLINGTON/ALAMANCE ,NC,36.03,-79.47
CHARLOTTE,NC,35.21,-80.95
WHITEVILLE/COLUMBUS,NC,34.27,-78.71
SAMPSON CNTY AIRPORT,NC,34.98,-78.36
KENANSVILLE/DUPLIN C,NC,35.00,-77.98
ELIZABETH CITY,NC,36.27,-76.18
EDENTON NORTHEA,NC,36.03,-76.57
SHELBY MUNI ARPT,NC,35.25,-81.60
MONROE AIRPORT,NC,35.02,-80.62
NEW BERN,NC,35.08,-77.05
LEXINGTON,NC,35.78,-80.30
ELIZABETHTOWN/BROWN,NC,34.60,-78.58
FAYETTEVILLE,NC,35.00,-78.88
FORT BRAGG,NC,35.13,-78.93
KILL DEVIL HILLS/FIR,NC,36.02,-75.67
RUTHERFORDTON,NC,35.43,-81.94
JEFFERSON/ASHE CO,NC,36.43,-81.42
SEY.JOHNSON AFB,NC,35.33,-77.97
GREENSBORO ASOS,NC,36.08,-79.95
GOLDSBORO-WAYNE MUNI,NC,35.46,-77.96
ASHEBORO MUNICIPAL A,NC,35.66,-79.90
HOFFMAN (MACKALL),NC,35.03,-79.50
HICKORY,NC,35.75,-81.38
HENDERSON-OXFORD AP,NC,36.36,-78.53
ERWIN/HARNETT COUNT,NC,35.38,-78.74
HATTERAS ASOS,NC,35.23,-75.62
CHAPEL HILL (ASOS),NC,35.94,-79.07
WILMINGTON,NC,34.27,-77.92
WINSTON-SALEM,NC,36.13,-80.23
LINCOLNTON,NC,35.48,-81.16
KINSTON,NC,35.32,-77.63
SMITHFIELD,NC,35.54,-78.38
CONCORD RGNL AP,NC,35.39,-80.71
LUMBERTON,NC,34.60,-79.07
LOUISBURG/FRANKLIN,NC,36.02,-78.33
MAXTON,NC,34.79,-79.37
MANTEO/DARE,NC,35.92,-75.70
BEAUFORT/SMITH FIELD,NC,34.73,-76.66
MORGANTON LENOIR AIR,NC,35.82,-81.61
MOUNT AIRY SCURRY CO,NC,36.46,-80.55
JACKSONVILLE MCAS,NC,34.71,-77.45
CHERRY PT. MCAS,NC,34.90,-76.88
JACKSONVILLE,NC,34.82,-77.62
WASHINGTON WARREN FI,NC,35.57,-77.05
CURRITUCK COUNTY AIR,NC,36.40,-76.02
PITT-GREENVILLE ARP,NC,35.63,-77.40
POPE AFB,NC,35.17,-79.02
RALEIGH-DURHAM,NC,35.87,-78.78
ANDREWS,NC,35.19,-83.86
SALISBURY,NC,35.65,-80.52
ROCKY MOUNT,NC,35.85,-77.90
ROANOKE RAPIDS,NC,36.44,-77.71
SOUTHERN PINES AWOS,NC,35.23,-79.40
BRUNSWICK CNTY ARPT,NC,33.93,-78.07
STATESVILLE,NC,35.76,-80.96
ROXBORO,NC,36.28,-78.98
BOONE,NC,36.20,-81.65
SANFORD-LEE CNTY APT,NC,35.58,-79.10
WILKES COUNTY APT,NC,36.22,-81.08
ALBEMARLE,NC,35.42,-80.15
ANDERSON,SC,34.50,-82.72
COLUMBIA,SC,33.95,-81.12
CLEMSON,SC,34.67,-82.88
CHARLESTON ASOS,SC,32.90,-80.03
N.MYRTLE BEACH,SC,33.82,-78.72
COLUMBIA OWENS AIRPO,SC,33.97,-80.99
FLORENCE,SC,34.18,-79.72
GREENVILLE,SC,34.85,-82.35
GREENWOOD,SC,34.25,-82.15
GREENVILLE-SPART.,SC,34.90,-82.22
HILTON HEAD AWOS,SC,32.22,-80.70
MCENTIRE ANGB AP,SC,33.92,-80.80
MYRTLE BEACH AFB,SC,33.68,-78.93
BEAUFORT MCAS,SC,32.48,-80.72
ORANGEBURG,SC,33.46,-80.85
SUMTER/SHAW AFB,SC,33.97,-80.48
DARLINGTON,SC,34.45,-79.88
ROCK HILL,SC,34.98,-81.06
HARTFORD ASOS,CT,41.93,-72.68
BRIDGEPORT ASOS,CT,41.17,-73.13
DANBURY,CT,41.37,-73.48
GROTON,CT,41.33,-72.04
HARTFORD-BRAINARD,CT,41.73,-72.65
NEW HAVEN,CT,41.26,-72.89
WILLIMANTIC ASOS,CT,41.75,-72.18
MERIDEN MARKHAM MUN,CT,41.51,-72.83
OXFORD AWOS,CT,41.48,-73.13
WASHINGTON,DC,38.85,-77.03
DOVER AFB,DE,39.13,-75.47
GEORGETOWN/SUSSEX,DE,38.69,-75.36
WILMINGTON ASOS,DE,39.67,-75.60
NANTUCKET,MA,41.25,-70.07
NORTH ADAMS ASOS,MA,42.70,-73.17
WESTFIELD,MA,42.17,-72.72
BEDFORD,MA,42.47,-71.28
BOSTON,MA,42.37,-71.03
BEVERLY,MA,42.58,-70.92
CHICOPEE FALLS,MA,42.20,-72.53
CHATHAM ASOS,MA,41.68,-70.00
NEW BEDFORD,MA,41.68,-70.97
FITCHBURG,MA,42.55,-71.76
OTIS AFB,MA,41.65,-70.52
HYANNIS,MA,41.67,-70.28
LAWRENCE,MA,42.72,-71.12
MILTON (ASOS),MA,42.22,-71.12
MARTHAS VINEYARD,MA,41.40,-70.62
ORANGE ASOS,MA,42.57,-72.28
WORCESTER ASOS,MA,42.27,-71.87
NORWOOD,MA,42.19,-71.17
PITTSFIELD,MA,42.43,-73.30
PROVINCETOWN AWOS,MA,42.07,-70.22
PLYMOUTH ASOS,MA,41.92,-70.73
TAUNTON,MA,41.88,-71.02
ST MARYS CNTY RGNL A,MD,38.32,-76.55
ANDREWS AFB,MD,38.82,-76.87
ABERDEEN,MD,39.47,-76.17
BALTIMORE,MD,39.18,-76.67
GREATER CUMBERLAND R,MD,39.62,-78.76
COLLEGE PARK AIRPORT,MD,38.98,-76.92
BALTIMORE (ASOS),MD,39.28,-76.61
CARROLL CNTY RGNL AR,MD,39.61,-77.01
FREDERICK MUNI AIRPO,MD,39.42,-77.37
FORT MEADE,MD,39.09,-76.76
HAGERSTOWN,MD,39.70,-77.72
GLENN MARTIN APRT,MD,39.33,-76.42
US NAVAL ACADEMY,MD,38.99,-76.48
PATUXENT R.NAS,MD,38.29,-76.41
ST. INIGOES/WEBSTER,MD,38.14,-76.43
OCEAN CITY,MD,38.31,-75.12
SALISBURY,MD,38.34,-75.50
AUGUSTA,ME,44.32,-69.80
BANGOR,ME,44.80,-68.82
BAR HARBOR (AWOS),ME,44.45,-68.37
CARIBOU,ME,46.87,-68.02
FRENCHVILLE,ME,47.28,-68.32
GREENVILLE,ME,45.46,-69.60
HOULTON,ME,46.12,-67.79
WISCASSET ASOS,ME,43.97,-69.72
FRYEBURG ASOS,ME,43.98,-70.95
AUBURN/LWSTN AWOS,ME,44.05,-70.28
MILLINOCKET ASOS,ME,45.65,-68.68
BRUNSWICK NAS,ME,43.89,-69.94
PRESQUE ISLE AWOS,ME,46.70,-68.05
PORTLAND ASOS,ME,43.65,-70.32
ROCKLAND,ME,44.07,-69.12
SANFORD MUNI (AWOS),ME,43.40,-70.72
WATERVILLE (AWOS),ME,44.53,-69.67
JAFFREY ASOS,NH,42.80,-72.00
NASHUA/BOIRE FLD,NH,42.78,-71.51
BERLIN ASOS,NH,44.58,-71.18
CONCORD,NH,43.20,-71.50
ROCHESTER,NH,43.28,-70.92
KEENE (AWOS),NH,42.90,-72.27
WHITEFIELD ASOS,NH,44.37,-71.55
LACONIA (AWOS),NH,43.57,-71.43
LEBANON,NH,43.63,-72.32
MANCHESTER,NH,42.93,-71.43
MT. WASHINGTON,NH,44.27,-71.30
PORTSMOUTH,NH,43.08,-70.82
ANDOVER,NJ,41.02,-74.73
ATLANTIC CITY ASOS,NJ,39.45,-74.57
BELMAR-FARMDALE,NJ,40.18,-74.13
CALDWELL,NJ,40.87,-74.28
NEWARK,NJ,40.70,-74.17
SUSSEX,NJ,41.20,-74.63
MILLVILLE,NJ,39.37,-75.07
MORRISTOWN,NJ,40.80,-74.42
SOMERSET AIRPORT ASO,NJ,40.62,-74.67
TETERBORO,NJ,40.85,-74.05
TRENTON,NJ,40.28,-74.82
MOUNT HOLLY,NJ,39.94,-74.84
MCGUIRE AFB,NJ,40.02,-74.60
WILDWOOD,NJ,39.02,-74.92
ALBANY ASOS,NY,42.75,-73.80
WATERTOWN,NY,43.99,-76.03
BINGHAMTON,NY,42.22,-75.98
BUFFALO,NY,42.93,-78.73
DUNKIRK/CHAUTAUQUA C,NY,42.50,-79.28
DANSVILLE,NY,42.57,-77.71
ELMIRA,NY,42.17,-76.90
WELLSVILLE MUNICIPAL,NY,42.11,-77.98
WESTHAMPTON BEACH,NY,40.85,-72.63
FARMINGDALE,NY,40.73,-73.41
FULTON,NY,43.35,-76.38
GLENS FALLS,NY,43.34,-73.61
FORT DRUM,NY,44.05,-75.73
WHITE PLAINS,NY,41.06,-73.70
SHIRLEY/BROOKHAVEN,NY,40.82,-72.87
NIAGARA FALLS,NY,43.11,-78.94
ISLIP,NY,40.80,-73.10
ITHACA,NY,42.48,-76.47
NEW YORK-KENNEDY,NY,40.65,-73.78
JAMESTOWN,NY,42.15,-79.25
NEW YORK-LAGUARD.,NY,40.77,-73.90
MONTGOMERY,NY,41.51,-74.26
MASSENA,NY,44.93,-74.85
MONTICELLO,NY,41.70,-74.80
MONTAUK AIRPORT,NY,41.07,-71.92
NEW YORK CITY,NY,40.78,-73.97
PLATTSBURGH AFB,NY,44.65,-73.47
PENN YAN,NY,42.64,-77.05
POUGHKEEPSIE,NY,41.63,-73.88
GRIFFISS AFB,NY,43.23,-75.40
ROCHESTER,NY,43.12,-77.67
SCHENECTADY,NY,42.85,-73.95
SARANAC LAKE,NY,44.39,-74.20
NEWBURGH,NY,41.50,-74.10
SYRACUSE ASOS,NY,43.12,-76.12
AKRON FULTON INTL AR,OH,41.04,-81.47
LIMA,OH,40.71,-84.02
WOOSTER,OH,40.87,-81.89
BURKE LAKEFRNT AP,OH,41.52,-81.68
AKRON CANTON ASOS,OH,40.92,-81.43
CUYAHOGA CO APRT,OH,41.57,-81.48
CLEVELAND,OH,41.40,-81.85
COLUMBUS,OH,40.00,-82.88
DAYTON,OH,39.90,-84.20
DEFIANCE MEMORIAL AI,OH,41.34,-84.43
FINDLAY,OH,41.02,-83.67
WRIGHT-PATTERSON,OH,39.83,-84.05
HAMILTON,OH,39.36,-84.52
ASHTABULA,OH,41.78,-80.70
WILMINGTON,OH,39.43,-83.78
RICKENBACKER AFB,OH,39.82,-82.93
LANCASTER ASOS,OH,39.75,-82.67
LORAIN/ELYRIA,OH,41.35,-82.18
CINCINNATI/LUNK ASOS,OH,39.10,-84.43
MANSFIELD,OH,40.82,-82.52
DAYTON WRIGHT BROS,OH,39.59,-84.23
MARION,OH,40.62,-83.06
OHIO STATE UNIV.,OH,40.08,-83.07
HARRY CLEVER FIELD,OH,40.47,-81.42
TOLEDO/METCALF FIELD,OH,41.56,-83.48
TOLEDO,OH,41.60,-83.80
COLUMBUS/BOLTON FLD,OH,39.90,-83.13
NEWARK,OH,40.02,-82.46
YOUNGSTOWN ASOS,OH,41.27,-80.67
ZANESVILLE,OH,39.95,-81.89
ALLENTOWN ASOS,PA,40.65,-75.43
WASHINGTON (AWOS),PA,40.13,-80.28
ALLEGHENY CO.ARPT,PA,40.35,-79.93
ALTOONA,PA,40.30,-78.32
SCRANTON ASOS,PA,41.33,-75.73
BRADFORD,PA,41.80,-78.63
BUTLER CO. (AWOS),PA,40.78,-79.95
BEAVER FALLS,PA,40.77,-80.40
HARRISBURG,PA,40.22,-76.86
DUBOIS,PA,41.18,-78.90
DOYLESTOWN,PA,40.33,-75.12
ERIE ASOS,PA,42.08,-80.18
CLEARFIELD,PA,41.05,-78.41
FRANKLIN,PA,41.38,-79.87
MEADVILLE-PORT MEADV,PA,41.63,-80.21
STEWART FIELD,PA,40.63,-79.10
WILLIAMSPORT ASOS,PA,41.25,-76.92
JOHNSTOWN,PA,40.31,-78.83
LATROBE,PA,40.28,-79.40
LANCASTER,PA,40.12,-76.30
PHILADELPHIA/WINGS,PA,40.14,-75.26
MIDDLETWN/HARRISB,PA,40.20,-76.77
POCONO MNTS MUNIL AP,PA,41.14,-75.40
MUIR AAF,PA,40.43,-76.57
WILLOW GROVE NAS,PA,40.20,-75.15
PHILADELPHIA,PA,39.88,-75.25
PITTSBURGH,PA,40.50,-80.22
N.PHILADELPHIA,PA,40.08,-75.02
POTTSTOWN LIMERICK A,PA,40.24,-75.56
READING,PA,40.38,-75.97
SELINSGROVE/PENN VAL,PA,40.82,-76.87
YORK,PA,39.92,-76.88
QUAKERTOWN AP,PA,40.44,-75.38
UNIVERSITY PARK,PA,40.85,-77.85
BLOCK ISL.(AMOS),RI,41.17,-71.58
N. KINGSTOWN/QUONSET,RI,41.60,-71.42
PROVIDENCE ASOS,RI,41.73,-71.43
N CENTRAL STATE ARPT,RI,41.92,-71.50
NEWPORT ASOS,RI,41.53,-71.28
WESTERLY STATE AIRPO,RI,41.35,-71.80
RICHLANDS/TAZEWELL,VA,37.06,-81.80
WAKEFIELD,VA,36.98,-77.00
MECKLENBURG-BRUNSWIC,VA,36.69,-78.05
VIRGINIA TECH ARPT,VA,37.22,-80.42
CHARLOTTESVILLE,VA,38.13,-78.45
CULPEPER,VA,38.53,-77.86
CHESAPEAKE,VA,36.66,-76.32
FORT BELVOIR,VA,38.72,-77.18
DANVILLE,VA,36.57,-79.34
EMPORIA-GREENSVILLE,VA,36.69,-77.48
SHANNON ARPT,VA,38.27,-77.45
FORT EUSTIS,VA,37.13,-76.62
FRANKLIN/J B ROSE,VA,36.70,-76.90
FARMVILLE,VA,37.35,-78.43
MIDDLE PENINSULA RGN,VA,37.52,-76.76
MANASSAS AWOS,VA,38.72,-77.52
HILLSVILLE,VA,36.77,-80.82
HOT SPRINGS,VA,37.95,-79.82
WASH-DULLES,VA,38.95,-77.45
WILLIAMSBURG-JAMESTO,VA,37.24,-76.72
LEESBURG/GODFREY,VA,39.08,-77.57
LANGLEY AFB,VA,37.08,-76.35
LOUISA COUNTY,VA,38.01,-77.97
WISE/LONESOME PINE,VA,36.98,-82.53
LYNCHBURG,VA,37.33,-79.20
MELFA/ACCOMACK ARPT,VA,37.65,-75.77
MARION / WYTHEVILLE,VA,36.90,-81.35
MARTINSVILLE,VA,36.63,-80.02
NORFOLK NAS,VA,36.94,-76.29
OCEANA NAS,VA,36.82,-76.03
QUANTICO MCAS,VA,38.50,-77.31
RICHMOND/HANOVER,VA,37.70,-77.43
WINCHESTER RGNL,VA,39.15,-78.15
ORANGE,VA,38.25,-78.05
NORFOLK,VA,36.90,-76.20
NEWPORT NEWS,VA,37.13,-76.49
DUBLIN/NEW RIV VLLY,VA,37.13,-80.68
PETERSBURG,VA,37.18,-77.52
RICHMOND ASOS,VA,37.50,-77.33
STAFFORD RGNL ARPT,VA,38.40,-77.46
ROANOKE,VA,37.32,-79.97
SUFFOLK,VA,36.68,-76.60
STAUNTON,VA,38.27,-78.85
ABINGDON,VA,36.68,-82.03
WALLOPS ISLAND,VA,37.93,-75.47
ST.JOHNSBURY,VT,44.42,-72.02
BURLINGTON,VT,44.47,-73.15
BENNINGTON,VT,42.89,-73.25
MONTPELIER,VT,44.20,-72.57
MORRISVILLE ASOS,VT,44.53,-72.62
RUTLAND (AWOS),VT,43.53,-72.95
SPRINGFIELD ASOS,VT,43.33,-72.52
SUTTON/BRAXTON CO AP,WV,38.69,-80.65
BECKLEY,WV,37.78,-81.12
BLUEFIELD,WV,37.30,-81.20
CLARKSBURG (AMOS),WV,39.28,-80.23
CHARLESTON ASOS,WV,38.37,-81.60
ELKINS ASOS,WV,38.88,-79.85
WHEELING,WV,40.18,-80.65
HUNTINGTON,WV,38.37,-82.55
PINEVILLE/KEE FIELD,WV,37.60,-81.56
LEWISBURG,WV,37.87,-80.40
MORGANTOWN,WV,39.65,-79.92
MARTINSBURG,WV,39.40,-77.97
PARKERSBURG,WV,39.35,-81.43
BUCKHANNON/UPSHUR CO,WV,39.00,-80.27
PETERSBURG/GRANT CO,WV,38.99,-79.15
EFFINGHAM CNTY MEM,IL,39.07,-88.53
LITCHFIELD MUNI ARP,IL,39.16,-89.67
LOGAN CNTY AIRPORT,IL,40.16,-89.33
MOUNT CARMEL MUNI,IL,38.61,-87.73
ALTON,IL,38.88,-90.05
AURORA,IL,41.77,-88.47
SCOTT AFB,IL,38.55,-89.85
BLOOMINGTON,IL,40.48,-88.93
MORRIS MUNI AIRPORT,IL,41.42,-88.42
LACON/MARSHALL CNTY,IL,41.02,-89.38
CAIRO,IL,37.00,-89.17
CHAMPAIGN,IL,40.03,-88.28
EAST ST. LOUIS,IL,38.57,-90.15
CARMI MUNI ARPT,IL,38.09,-88.12
DECATUR,IL,39.83,-88.87
DE KALB TAYLOR MUNI,IL,41.93,-88.71
DANVILLE,IL,40.20,-87.60
WEST CHICAGO,IL,41.92,-88.25
CENTRALIA MUNI AIRP,IL,38.51,-89.09
ALBERTUS AIRPORT,IL,42.25,-89.58
FLORA MUNI AIRPORT,IL,38.66,-88.45
FAIRFIELD MUNI ARPT,IL,38.38,-88.41
GALESBURG,IL,40.93,-90.43
HARRISBURG-RALEIGH,IL,37.81,-88.55
LANSING MUNICIPAL,IL,41.54,-87.53
JACKSONVILLE MUNI,IL,39.77,-90.24
KANKAKEE,IL,41.07,-87.83
JOLIET,IL,41.52,-88.18
ROMEOVILLE WFO,IL,41.60,-88.08
LAWRENCEVILLE,IL,38.76,-87.59
METROPOLIS MUNI ARP,IL,37.19,-88.75
CARBONDALE,IL,37.78,-89.25
CHICAGO-MIDWAY,IL,41.78,-87.75
MOLINE,IL,41.45,-90.52
MACOMB MUNI AIRPORT,IL,40.52,-90.65
MATTOON,IL,39.48,-88.28
MT. VERNON,IL,38.32,-88.87
MARION,IL,37.75,-89.00
OLNEY-NOBLE AIRPORT,IL,38.72,-88.18
CHICAGO-OHARE,IL,41.98,-87.90
PEORIA,IL,40.67,-89.68
PONTIAC MUNI AIRPT,IL,40.92,-88.63
PITTSFIELD,IL,39.64,-90.78
EDGAR CNTY ARPT,IL,39.70,-87.67
CHICAGO/WHEELING,IL,42.10,-87.90
ROCKFORD,IL,42.20,-89.10
ROCHELLE MUNI ARPT,IL,41.89,-89.08
ROBINSON MUNI ARPT,IL,39.02,-87.65
SPARTA,IL,38.15,-89.70
SAVANNA TRI-TOWNSHI,IL,42.05,-90.11
SALEM-LECKRONE ARPT,IL,38.65,-88.97
SPRINGFIELD,IL,39.83,-89.67
STERLING ROCK,IL,41.73,-89.68
TAYLORVILLE MUNI,IL,39.53,-89.33
RANTOUL,IL,40.29,-88.14
WAUKEGAN,IL,42.42,-87.87
QUINCY,IL,39.93,-91.20
PERU,IL,41.35,-89.15
WALNUT RIDGE,AR,36.13,-90.92
SPRINGDALE MUNI AP,AR,36.17,-94.12
WEST MEMPHIS MUNI,AR,35.14,-90.23
BAXTER CO. ARPT.,AR,36.37,-92.46
BATESVILLE,AR,35.73,-91.65
DE QUEEN,AR,34.04,-94.40
EL DORADO,AR,33.22,-92.80
FLIPPIN,AR,36.30,-92.47
FORT SMITH,AR,35.33,-94.37
FAYETTEVILLE,AR,36.00,-94.17
BLYTHEVILLE,AR,35.94,-89.83
HOT SPRINGS,AR,34.48,-93.10
HARRISON,AR,36.27,-93.15
JONESBORO,AR,35.83,-90.65
LITTLE ROCK,AR,34.73,-92.23
MONTICELLO,AR,33.63,-91.75
LITTLE ROCK AFB,AR,34.92,-92.15
MENA INTERMOUNTAIN,AR,34.55,-94.20
MOUNT IDA,AR,34.55,-93.58
PINE BLUFF,AR,34.17,-91.93
ROGERS,AR,36.37,-94.10
RUSSELLVILLE,AR,35.25,-93.10
STUTTGART,AR,34.60,-91.57
SILOAM SPRINGS,AR,36.20,-94.48
SEARCY MUNI AIRPORT,AR,35.21,-91.74
TEXARKANA,AR,33.45,-94.00
BENTONVILLE,AR,36.35,-94.22
NORTHWEST AR. ARPT.,AR,36.28,-94.31
OAKDALE/PARISH AP,LA,30.75,-92.69
ENGLAND AFB,LA,31.33,-92.55
PEASON RIDGE/FT POL,LA,31.40,-93.30
NEW IBERIA/ACADIANA,LA,30.03,-91.88
SLIDELL,LA,30.34,-89.82
BARKSDALE AFB,LA,32.50,-93.67
BATON ROUGE,LA,30.53,-91.15
BOOTHVILLE,LA,29.33,-89.41
CHENAULT,LA,30.22,-93.15
SELF STRIP/FT POLK,LA,31.11,-92.96
DE RIDDER/BEAUREGAR,LA,30.83,-93.34
SHREVEPORT DOWNTOWN,LA,32.53,-93.75
ALEXANDRIA,LA,31.38,-92.30
HAMMOND MUNI ARPT,LA,30.52,-90.42
HOUMA,LA,29.57,-90.67
NATCHITOCHES RGNL,LA,31.74,-93.10
LAKE CHARLES,LA,30.12,-93.22
LAFAYETTE,LA,30.20,-92.00
MONROE,LA,32.51,-92.03
NEW ORLEANS,LA,29.98,-90.25
NEW ORLEANS NAS,LA,29.83,-90.02
LAKEFRONT ARPT,LA,30.03,-90.03
SALT POINT,LA,29.28,-91.30
FT.POLK AAF,LA,31.05,-93.18
PATTERSON MEMORIAL,LA,29.72,-91.33
SHREVEPORT,LA,32.47,-93.82
KAISER MEM,MO,38.10,-92.55
CHILLICOTHE,MO,39.82,-93.58
CAPE GIRARDEAU,MO,37.23,-89.58
COLUMBIA,MO,38.82,-92.22
SEDALIA,MO,38.70,-93.10
FARMINGTON ARPT,MO,37.77,-90.43
KIRKSVILLE,MO,40.10,-92.54
JEFFERSON CITY,MO,38.60,-92.17
JOPLIN,MO,37.17,-94.50
LEES SUMMIT MUNI AP,MO,38.96,-94.37
KANSAS CITY,MO,39.32,-94.72
KANSAS CITY DWNTN,MO,39.12,-94.60
POPLAR BLUFF,MO,36.77,-90.32
ST. CHARLES,MO,38.93,-90.43
SPRINGFIELD,MO,37.23,-93.38
ST. JOSEPH,MO,39.77,-94.92
ST. LOUIS,MO,38.75,-90.38
SPIRIT OF ST. LOUIS,MO,38.65,-90.63
